idRule,agent,module,tier,confidence,rationale_text
20859,Nickel,aMAC Machining Parts aJSM,EST,high,"Your answers indicate: “Nickel or Nickel alloys” for “What were the types of metals you machined?”; and “Don't know” for “Was the machine you operated completely enclosed?”; and “No” for “Was there a ventilation system operating on the machines you used to machine metal parts (local exhaust ventilation or on-tool extraction)?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
20860,Nickel,aMAC Machining Parts aJSM,EST,high,"Your answers indicate: “Nickel or Nickel alloys” for “What were the types of metals you machined?”; and “Don't know” for “Was the machine you operated completely enclosed?”; and “Don't know” for “Was there a ventilation system operating on the machines you used to machine metal parts (local exhaust ventilation or on-tool extraction)?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
20869,Formaldehyde,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Chipboard, MDF, plywood, or pressed wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “Don't know” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
20871,Formaldehyde,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Chipboard, MDF, plywood, or pressed wood” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “No” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
20872,Nickel,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Metal or metal objects” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “No” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
20873,Nickel,aSAN Sanding aJSM,EST,high,"Your answers indicate: “Metal or metal objects” for “In the last working week, did you sand any of the following items?”; and “A power sander or polisher” for “In the last working week, which of the following did you use to sand or polish the items?”; and “Don't know” for “In the last working week, did you use respiratory protection while sanding or polishing items?”. You may have been exposed to a metal used in some manufacturing such as plating or welding, with some compounds classified as known human carcinogens. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27051,Ionizing radiation,AIRT_Air Transport Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you use personal radio-protective garments (such as lead aprons, gloves, thyroid guard) when using X-rays or gamma irradiation?”; and “No” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27052,Ionizing radiation,AIRT_Air Transport Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you use personal radio-protective garments (such as lead aprons, gloves, thyroid guard) when using X-rays or gamma irradiation?”; and “Don't know” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27054,Ionizing radiation,AIRT_Air Transport Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use personal radio-protective garments (such as lead aprons, gloves, thyroid guard) when using X-rays or gamma irradiation?”; and “No” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27055,Ionizing radiation,AIRT_Air Transport Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use personal radio-protective garments (such as lead aprons, gloves, thyroid guard) when using X-rays or gamma irradiation?”; and “Don't know” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27061,Chromium VI,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “No” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Potassium chlorochromate or potassium dichromate (potassium bichromate) as an intensifier” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “Don't know” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27062,Chromium VI,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “No” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Potassium chlorochromate or potassium dichromate (potassium bichromate) as an intensifier” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “No ventilation was applied to the area” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27065,Formaldehyde,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “No” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Formaldehyde/formalin” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “No ventilation was applied to the area” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27066,Formaldehyde,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “No” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Formaldehyde/formalin” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “Don't know” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27067,Chromium VI,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Potassium chlorochromate or potassium dichromate (potassium bichromate) as an intensifier” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “No ventilation was applied to the area” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27068,Chromium VI,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Potassium chlorochromate or potassium dichromate (potassium bichromate) as an intensifier” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “Don't know” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27071,Formaldehyde,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Formaldehyde/formalin” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “Don't know” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27072,Formaldehyde,ARTF_Artist/Film Processing,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you use respiratory protection while you processed your own films?”; and “Formaldehyde/formalin” for “In the last working week, did you come in contact with any of the following film processing chemicals?”; and “No ventilation was applied to the area” for “How was the area where you processed your own films ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27076,Wood Dust,CLNR_Cleaner,EST,high,"Your answers indicate: “Using compressed air” for “In the last working week, how did you or anyone near you clean up wood dust?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27077,Wood Dust,CLNR_Cleaner,EST,high,"Your answers indicate: “Using a brush or sweeping the area with a broom” for “In the last working week, how did you or anyone near you clean up wood dust?”. You may have been exposed to dust from wood processing, classified as a known human carcinogen, particularly from hardwoods. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27082,Silica,CONS_Construction Trades,EST,high,"Your answers indicate: “None of these” for “How was the working area cleaned of dust?”; and “Don't know” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27083,Silica,CONS_Construction Trades,EST,high,"Your answers indicate: “None of these” for “How was the working area cleaned of dust?”; and “No” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27085,Silica,CONS_Construction Trades,EST,high,"Your answers indicate: “The working area was not cleaned of dust” for “How was the working area cleaned of dust?”; and “No” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27086,Silica,CONS_Construction Trades,EST,high,"Your answers indicate: “The working area was not cleaned of dust” for “How was the working area cleaned of dust?”; and “Don't know” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27088,Silica,CONS_Construction Trades,EST,high,"Your answers indicate: “Don’t know” for “How was the working area cleaned of dust?”; and “No” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27089,Silica,CONS_Construction Trades,EST,high,"Your answers indicate: “Don’t know” for “How was the working area cleaned of dust?”; and “Don't know” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27135,Ionizing radiation,FOOD_Food Workers,EST,high,"Your answers indicate: “No” for “Did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when preserving or sterilising the food or food products in the last working week?”; and “No” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27136,Ionizing radiation,FOOD_Food Workers,EST,high,"Your answers indicate: “No” for “Did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when preserving or sterilising the food or food products in the last working week?”; and “Don't know” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27138,Ionizing radiation,FOOD_Food Workers,EST,high,"Your answers indicate: “Don't know” for “Did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when preserving or sterilising the food or food products in the last working week?”; and “No” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27139,Ionizing radiation,FOOD_Food Workers,EST,high,"Your answers indicate: “Don't know” for “Did you use radio-protective garments (such as lead aprons, gloves, thyroid guards) when preserving or sterilising the food or food products in the last working week?”; and “Don't know” for “Were you protected by a lead partition/wall?”. You may have been exposed to radiation from sources such as X-rays or radioactive materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27147,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By using a cloth” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27148,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By using a cloth” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27149,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By using a cloth” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27150,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By using a cloth” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27152,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By spraying” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27153,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By spraying” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27154,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By spraying” for “In the last working week, how did you use the formaldehyde?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27155,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “By spraying” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27160,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Other” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27161,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Other” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27162,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Other” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27163,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Other” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27168,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27169,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, how did you use the formaldehyde?”; and “No ventilation was applied to the area” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27170,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “No” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27171,Formaldehyde,FOOD_Food Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, how did you use the formaldehyde?”; and “Don't know” for “In the last working week, how was the area where you used formaldehyde ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when using formaldehyde?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27173,Cadmium,FOUN_Foundry,EST,high,"Your answers indicate: “Cadmium-plated steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “No” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27174,Cadmium,FOUN_Foundry,EST,high,"Your answers indicate: “Cadmium-plated steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “Don't know” for “Was this casting station inside a ventilated booth?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27176,Cadmium,FOUN_Foundry,EST,high,"Your answers indicate: “Cadmium-plated steel” for “Which of the following types of iron or steel were cast at your workplace?”; and “Pneumatic tools” for “How did you clean the excess metal from the castings?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27178,Silica,FOUN_Foundry,EST,high,"Your answers indicate: “Silica sand with binders” for “What materials did you use to make the moulds?”; and “Pneumatic tools” for “How did you clean the excess metal from the castings?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27190,Silica,FOUN_Foundry,EST,high,"Your answers indicate: “Don't know” for “Was the shakeout done manually or done using an automated system?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27192,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “None of these” for “How was the area ventilated where you manufactured crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27193,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “Don't know” for “How was the area ventilated where you manufactured crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27194,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27195,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27196,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “No” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “A filtering face piece mask or dust mask (called an FFP)” for “What types of respiratory protective equipment (RPE) did you use?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27198,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “None of these” for “How was the area ventilated where you manufactured crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27199,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “Don't know” for “How was the area ventilated where you manufactured crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27200,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27201,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing crowns, false teeth or bridges?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27202,Silica,HLTH_Health Workers,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you manufacture crowns, false teeth or bridges in an enclosed box or system?”; and “A filtering face piece mask or dust mask (called an FFP)” for “What types of respiratory protective equipment (RPE) did you use?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27220,Silica,"IMAR_Industrial Manufacturing, Assembly and repair",EST,high,"Your answers indicate: “Yes” for “In the last working week, did your work involve generating silica dust?”; and “None of these” for “In the last working week, how was the area where you were manufacturing machinery, medical devices or metal products ventilated?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing machinery, medical devices or metal products?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27221,Silica,"IMAR_Industrial Manufacturing, Assembly and repair",EST,high,"Your answers indicate: “Yes” for “In the last working week, did your work involve generating silica dust?”; and “None of these” for “In the last working week, how was the area where you were manufacturing machinery, medical devices or metal products ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing machinery, medical devices or metal products?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27222,Silica,"IMAR_Industrial Manufacturing, Assembly and repair",EST,high,"Your answers indicate: “Yes” for “In the last working week, did your work involve generating silica dust?”; and “Don't know” for “In the last working week, how was the area where you were manufacturing machinery, medical devices or metal products ventilated?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing machinery, medical devices or metal products?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27223,Silica,"IMAR_Industrial Manufacturing, Assembly and repair",EST,high,"Your answers indicate: “Yes” for “In the last working week, did your work involve generating silica dust?”; and “Don't know” for “In the last working week, how was the area where you were manufacturing machinery, medical devices or metal products ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing machinery, medical devices or metal products?”. You may have been exposed to crystalline silica dust from cutting, grinding or drilling into materials like concrete, classified as a known human carcinogen and cause of silicosis. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
